category,requirement,source,weight,source_clause_ids,checkable_test,applicability,assessability,citation_confidence,notes,human_review_status,representative_source_clause_ids,candidate_id,duplicate_model_output_count,triage_candidate_id,source_acts,missing_source_clause_ids,source_provenance_status,triage_run_timestamp_utc,review_flags,likely_government_facing,government_facing_reasons,policy_checkability_signal_count,policy_checkability_signal_terms,administrative_signal_terms,recommended_action,resolved_act,requirement_canonical_hash,requirement_exact_duplicate_group,requirement_near_duplicate_similarity,requirement_near_duplicate_group
Data Principal Rights,Data Principal must comply with the provisions of all applicable laws for the time being in force while exercising rights under the provisions of this Act.,"DPDP Act 2023, Section 15(15)(a)",2,"[""G000564""]",Verify if the document explicitly states that Data Principals must comply with all applicable laws while exercising their rights under the DPDP Act 2023.,Applies to all Data Principals under the DPDP Act 2023.,High,high,,PENDING,['G000564'],TC-000299,1,TC-000299,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""data"", ""rights""]",[],LEGAL_REVIEW,DPDP_ACT_2023,020745828cbf5412fbd0450b6326b4444539d8fd2528c01ddc07c0f275db8252,,1.0,
Data Retention & Erasure,Data Fiduciary must exercise the rights of the Data Principal in accordance with the provisions of this Act and the rules made thereunder upon receipt of a request for erasure of personal data.,"DPDP Act 2023, Section 10",3,"[""G000562""]",Verify if the document explicitly states that the Data Fiduciary must exercise the Data Principal's rights in accordance with the DPDP Act and its rules upon a request for erasure.,Applies to all Data Fiduciaries under the DPDP Act 2023.,High,high,,PENDING,['G000562'],TC-000300,1,TC-000300,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""data"", ""personal data"", ""rights""]",[],LEGAL_REVIEW,DPDP_ACT_2023,67a327129fbe6a94fd2de4afad045d29e5e75e1ea31aa55e0319a88023844ebc,,1.0,
Security Safeguards,Data Fiduciary must correct the inaccurate or misleading personal data.,"DPDP Act 2023, Section 10",2,"[""G000553""]",Verify if the document explicitly states that the Data Fiduciary must correct inaccurate or misleading personal data.,Applies to all Data Fiduciaries under the DPDP Act 2023.,High,high,,PENDING,['G000553'],TC-000301,1,TC-000301,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""data"", ""personal data""]",[],LEGAL_REVIEW,DPDP_ACT_2023,4b794186d8938d37bf76288509ce0810011f416d0ea5779748abb8b5bb4cdcc5,,1.0,
Security Safeguards,Data Fiduciary must complete the incomplete personal data.,"DPDP Act 2023, Section 10",2,"[""G000554""]",Verify if the document explicitly states that the Data Fiduciary must complete incomplete personal data.,Applies to all Data Fiduciaries under the DPDP Act 2023.,High,high,,PENDING,['G000554'],TC-000302,1,TC-000302,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""data"", ""personal data""]",[],LEGAL_REVIEW,DPDP_ACT_2023,e23b59f9cf1037596709155b971be583a8397b1ed39cfa66c7f3de7df98ba276,,1.0,
Security Safeguards,Data Fiduciary must update the personal data.,"DPDP Act 2023, Section 10",2,"[""G000555""]",Verify if the document explicitly states that the Data Fiduciary must update personal data.,Applies to all Data Fiduciaries under the DPDP Act 2023.,High,high,,PENDING,['G000555'],TC-000303,1,TC-000303,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""data"", ""personal data""]",[],LEGAL_REVIEW,DPDP_ACT_2023,5aa91bf4472695576513817d9dca440ebb56ecbfab2805a607f622413b84d946,,1.0,
Data Retention & Erasure,A Data Principal must provide only verifiably authentic information and exercise the right to correction or erasure as provided under the Act or its rules.,"DPDP Act 2023, Section 15(e)",3,"[""G000568""]",Verify if the document requires users to provide only authentic information and allows correction or erasure of personal data as per the Act.,Applies to all data principals under the DPDP Act 2023.,High,high,,PENDING,['G000568'],TC-000304,1,TC-000304,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],5,"[""correction"", ""data"", ""information"", ""personal data"", ""use""]",[],LEGAL_REVIEW,DPDP_ACT_2023,0e681071b91750cbee1afbb0fff6e5a69fdc6e05cab6f7287411643d3aef74dc,,1.0,
Data Principal Rights,A Data Principal has the right to correction and erasure of personal data as provided under the Act or its rules.,"DPDP Act 2023, Section 15(e)",3,"[""G000569""]",Verify if the document allows users to correct or erase their personal data as per the Act.,Applies to all data principals under the DPDP Act 2023.,High,high,,PENDING,['G000569'],TC-000305,1,TC-000305,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],5,"[""correction"", ""data"", ""erase"", ""personal data"", ""use""]",[],LEGAL_REVIEW,DPDP_ACT_2023,169a0950025a788b9ae558b9253e2504ae8ceca44370a6643045c78b4696f0cd,,1.0,
Grievance Redressal,A Data Principal has the right to grievance redressal as provided under the Act or its rules.,"DPDP Act 2023, Section 15(e)",3,"[""G000570""]",Verify if the document provides a mechanism for users to raise grievances and obtain redressal as per the Act.,Applies to all data principals under the DPDP Act 2023.,High,high,,PENDING,['G000570'],TC-000306,1,TC-000306,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""data"", ""grievance"", ""use""]",[],LEGAL_REVIEW,DPDP_ACT_2023,5b47c8962b43af7cf83abb1c7e5c3202830122a239ae0bc2d8cc2188386f5d06,,1.0,
Data Principal Rights,A Data Principal has the right to nominate as provided under the Act or its rules.,"DPDP Act 2023, Section 15(e)",3,"[""G000571""]",Verify if the document allows users to nominate a representative to exercise their data rights as per the Act.,Applies to all data principals under the DPDP Act 2023.,High,high,,PENDING,['G000571'],TC-000307,1,TC-000307,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""data"", ""rights"", ""use""]",[],LEGAL_REVIEW,DPDP_ACT_2023,21bb08feae8424d8d89c073e2ca6a2d13d00ea77b7cd9202dbf2d928558a3ddc,,1.0,
Significant Data Fiduciary Obligations,Processing of personal data is necessary for enforcing any legal right or claim.,"DPDP Act 2023, Section SPECIAL PROVISIONS(a)",3,"[""G000577""]",Verify if the document allows processing of personal data for enforcing legal rights or claims.,Applies to data fiduciaries processing data for legal enforcement.,High,high,,PENDING,['G000577'],TC-000308,1,TC-000308,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],4,"[""data"", ""personal data"", ""process"", ""rights""]",[],LEGAL_REVIEW,DPDP_ACT_2023,7038e68cc178295bd421c3c24d8614e7e101a8442910596e8fe3cd2eca913067,,1.0,
Significant Data Fiduciary Obligations,"Processing of personal data by courts, tribunals, or regulatory bodies is necessary for the performance of their functions.","DPDP Act 2023, Section SPECIAL PROVISIONS(b)",3,"[""G000578""]",Verify if the document allows processing of personal data by judicial or regulatory bodies for their functions.,Applies to data fiduciaries processing data for judicial or regulatory functions.,High,high,,PENDING,['G000578'],TC-000309,1,TC-000309,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""data"", ""personal data"", ""process""]",[],LEGAL_REVIEW,DPDP_ACT_2023,ac02d70440501c560df3f8b0d4a99b6cd19b8b02fe53fd551b6a0907ff36b3b2,,1.0,
Significant Data Fiduciary Obligations,"Processing of personal data is necessary for the prevention, detection, investigation, or prosecution of any offence or contravention of law in India.","DPDP Act 2023, Section SPECIAL PROVISIONS(c)",3,"[""G000579""]",Verify if the document allows processing of personal data for law enforcement or criminal investigations.,Applies to data fiduciaries processing data for law enforcement purposes.,High,high,,PENDING,['G000579'],TC-000310,1,TC-000310,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""data"", ""personal data"", ""process""]",[],LEGAL_REVIEW,DPDP_ACT_2023,25ef9c0182cbca46c689800551cf1b5488f6477fbdcc981fafea0e3ad8e3a55e,,1.0,
Significant Data Fiduciary Obligations,Data fiduciaries must ensure that personal data of Data Principals not within the territory of India is processed pursuant to any contract entered into with any person outside the territory of India by any person based in India.,"DPDP Act 2023, Section Special Provisions (d)",3,"[""G000580""]",Verify that the processing of personal data of Data Principals outside India is done under a contract with a person outside India.,When a data fiduciary processes personal data of Data Principals not within India.,3,high,This clause outlines an exemption for processing personal data of Data Principals outside India under a contract with a person outside India.,PENDING,['G000580'],TC-000311,1,TC-000311,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""data"", ""personal data"", ""process""]",[],LEGAL_REVIEW,DPDP_ACT_2023,2f4f842566424ec74caa4a7ce66737d722b59c2fc024c07cbe906f05399ab29d,,1.0,
Significant Data Fiduciary Obligations,"Data fiduciaries must ensure that processing is necessary for a scheme of compromise or arrangement or merger or amalgamation of two or more companies or a reconstruction by way of demerger or otherwise of a company, or transfer of undertaking of one or more company to another company, or involving division of one or more companies, approved by a court or tribunal or other authority competent to do so by any law for the time being in force.","DPDP Act 2023, Section Special Provisions (e)",3,"[""G000581""]","Verify that the processing is necessary for a scheme of compromise, arrangement, merger, amalgamation, reconstruction, or transfer of undertaking approved by a competent authority.","When processing is for a scheme of compromise, arrangement, merger, amalgamation, reconstruction, or transfer of undertaking.",3,high,This clause outlines an exemption for processing personal data for specific corporate restructuring activities approved by a competent authority.,PENDING,['G000581'],TC-000312,1,TC-000312,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""data"", ""process"", ""transfer""]",[],LEGAL_REVIEW,DPDP_ACT_2023,1607071965ed8f8c169140b12c09831417b674918e5c5e7ac447cc064272cece,,1.0,
Significant Data Fiduciary Obligations,"Data fiduciaries must ensure that processing is for the purpose of ascertaining the financial information and assets and liabilities of any person who has defaulted in payment due on account of a loan or advance taken from a financial institution, subject to such processing being in accordance with the provisions regarding disclosure of information or data in any other law for the time being in force.","DPDP Act 2023, Section Special Provisions (f)",3,"[""G000582""]","Verify that the processing is for ascertaining financial information and assets and liabilities of a person who has defaulted on a loan or advance from a financial institution, in accordance with other applicable laws.",When processing is for financial information of a person who has defaulted on a loan or advance.,3,high,"This clause outlines an exemption for processing personal data for financial information of a person who has defaulted on a loan or advance, subject to other laws.",PENDING,['G000582'],TC-000313,1,TC-000313,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],6,"[""account"", ""data"", ""information"", ""payment"", ""process"", ""purpose""]",[],LEGAL_REVIEW,DPDP_ACT_2023,b6cb77c8ac4d09220500da1102ba0208148422fbf011b2aeff1567fb8839f906,,1.0,
Significant Data Fiduciary Obligations,Data fiduciaries must ensure that processing of personal data outside India is exempted under the provisions of the Act.,"DPDP Act 2023, Section Special Provisions (2)",3,"[""G000583""]",Verify that the processing of personal data outside India is exempted under the provisions of the Act.,When processing personal data outside India.,3,high,This clause outlines an exemption for processing personal data outside India.,PENDING,['G000583'],TC-000314,1,TC-000314,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""data"", ""personal data"", ""process""]",[],LEGAL_REVIEW,DPDP_ACT_2023,fb6d59694845fe3f517e6409a45d42fb050ce78a1e76beb27439d9f51c961ca8,REQ-EXACT-00002,1.0,REQ-NEAR-00312
Significant Data Fiduciary Obligations,Data fiduciaries must ensure that processing of personal data outside India is exempted under the provisions of the Act.,"DPDP Act 2023, Section Special Provisions 31 of 2016",3,"[""G000585""]",Verify that the processing of personal data outside India is exempted under the provisions of the Act.,When processing personal data outside India.,3,high,This clause outlines an exemption for processing personal data outside India.,PENDING,['G000585'],TC-000315,1,TC-000315,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""data"", ""personal data"", ""process""]",[],LEGAL_REVIEW,DPDP_ACT_2023,fb6d59694845fe3f517e6409a45d42fb050ce78a1e76beb27439d9f51c961ca8,REQ-EXACT-00002,1.0,REQ-NEAR-00312
Significant Data Fiduciary Obligations,"Data fiduciaries must ensure that processing of personal data is necessary for research, archiving, or statistical purposes if the personal data is not to be used to take any decision specific to a Data Principal and such processing is carried on in accordance with such standards as may be prescribed.","DPDP Act 2023, Section Special Provisions (b)",3,"[""G000587""]","Verify that the processing is necessary for research, archiving, or statistical purposes and that it is not used to take decisions specific to a Data Principal, in accordance with prescribed standards.","When processing personal data for research, archiving, or statistical purposes.",3,high,"This clause outlines an exemption for processing personal data for research, archiving, or statistical purposes, provided it is not used for specific decisions.",PENDING,['G000587'],TC-000316,1,TC-000316,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],5,"[""data"", ""personal data"", ""process"", ""purpose"", ""use""]",[],LEGAL_REVIEW,DPDP_ACT_2023,3d7669540369e2f577bc6462d410f39d6d24a5d090e765d796f6f4f8d05fd327,,1.0,
Significant Data Fiduciary Obligations,Data fiduciaries must ensure that the Data Protection Board of India is established in accordance with the provisions of the Act.,"DPDP Act 2023, Section Data Protection Board of India Establishment of Board",3,"[""G000601""]",Verify that the Data Protection Board of India is established in accordance with the Act.,When establishing the Data Protection Board of India.,3,high,This clause outlines the requirement for establishing the Data Protection Board of India.,PENDING,['G000601'],TC-000317,1,TC-000317,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""data"", ""protect""]",[],LEGAL_REVIEW,DPDP_ACT_2023,eefbce9121f4e4aa8b5d3bbc202c78e9079ea42cccd8464310d54288a945994f,,1.0,
Significant Data Fiduciary Obligations,The Data Protection Board of India must investigate and impose penalties for personal data breaches as provided by the DPDP Act 2023.,"DPDP Act 2023, Section 26(b)",3,"[""G000632""]",Check if the Data Protection Board has authority to investigate and impose penalties for personal data breaches.,Applicable to all data fiduciaries subject to the DPDP Act 2023.,High,high,This obligation is tied to the powers of the Data Protection Board under the DPDP Act 2023.,PENDING,['G000632'],TC-000318,1,TC-000318,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],4,"[""breach"", ""data"", ""personal data"", ""protect""]",[],LEGAL_REVIEW,DPDP_ACT_2023,8c4e602198213f414df33f6899ec16b748703ddf989858984bd3861459b5d420,,1.0,REQ-NEAR-00315
Significant Data Fiduciary Obligations,"The Data Protection Board of India must investigate and impose penalties for personal data breaches, including those involving a Consent Manager, as provided by the DPDP Act 2023.","DPDP Act 2023, Section 26(b)",3,"[""G000639""]",Check if the Data Protection Board has authority to investigate and impose penalties for personal data breaches involving a Consent Manager.,Applicable to all data fiduciaries subject to the DPDP Act 2023.,High,high,This obligation is tied to the powers of the Data Protection Board under the DPDP Act 2023.,PENDING,['G000639'],TC-000319,1,TC-000319,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],5,"[""breach"", ""consent"", ""data"", ""personal data"", ""protect""]",[],LEGAL_REVIEW,DPDP_ACT_2023,97fe8e6d82431dbd6c7f4bc0737d6f090975de3e2da0980e9245eec9e52292a4,,1.0,
Significant Data Fiduciary Obligations,"The Data Protection Board of India must investigate and impose penalties for personal data breaches referred by the Central Government, as provided by the DPDP Act 2023.","DPDP Act 2023, Section 26(e)",3,"[""G000640""]",Check if the Data Protection Board has authority to investigate and impose penalties for personal data breaches referred by the Central Government.,Applicable to all data fiduciaries subject to the DPDP Act 2023.,High,high,This obligation is tied to the powers of the Data Protection Board under the DPDP Act 2023.,PENDING,['G000640'],TC-000320,1,TC-000320,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],4,"[""breach"", ""data"", ""personal data"", ""protect""]",[],LEGAL_REVIEW,DPDP_ACT_2023,39fd1b43fcafacf891f1429a5677107b6ee70ea966cdabf9d7e1f0133ae7caf8,,0.869565,REQ-NEAR-00315
Significant Data Fiduciary Obligations,"The Data Protection Board of India may issue directions to data principals, after providing an opportunity to be heard and recording reasons in writing, as provided by the DPDP Act 2023.","DPDP Act 2023, Section 26(2)",3,"[""G000641""]",Check if the Data Protection Board has authority to issue directions to data principals after providing an opportunity to be heard and recording reasons in writing.,Applicable to all data fiduciaries subject to the DPDP Act 2023.,High,high,This obligation is tied to the powers of the Data Protection Board under the DPDP Act 2023.,PENDING,['G000641'],TC-000321,1,TC-000321,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""data"", ""protect""]",[],LEGAL_REVIEW,DPDP_ACT_2023,951f47fc83c139f92883f564057fdea239e214c264cc905eb2be8d6f1d7526ee,,1.0,
Significant Data Fiduciary Obligations,"The Data Protection Board of India may modify, suspend, withdraw, or cancel directions issued to data principals, subject to conditions, as provided by the DPDP Act 2023.","DPDP Act 2023, Section 26(3)",3,"[""G000643""]","Check if the Data Protection Board has authority to modify, suspend, withdraw, or cancel directions issued to data principals, subject to conditions.",Applicable to all data fiduciaries subject to the DPDP Act 2023.,High,high,This obligation is tied to the powers of the Data Protection Board under the DPDP Act 2023.,PENDING,['G000643'],TC-000322,1,TC-000322,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],3,"[""data"", ""protect"", ""suspend""]",[],LEGAL_REVIEW,DPDP_ACT_2023,0ad618baec56c8ab003a58d0a17bfbbefe5805e6bd00d8c542180affc3f0d758,,1.0,
Significant Data Fiduciary Obligations,"The Data Protection Board of India must function as an independent body and adopt techno-legal measures to ensure digital operations, as provided by the DPDP Act 2023.","DPDP Act 2023, Section 28(1)",3,"[""G000644""]",Check if the Data Protection Board is required to function as an independent body and adopt techno-legal measures for digital operations.,Applicable to all data fiduciaries subject to the DPDP Act 2023.,High,high,This obligation is tied to the powers of the Data Protection Board under the DPDP Act 2023.,PENDING,['G000644'],TC-000323,1,TC-000323,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],2,"[""data"", ""protect""]",[],LEGAL_REVIEW,DPDP_ACT_2023,eb2fa2161c21bc0fb2f0da583e831a4fc99b6d1ba432b2efd9ec0fcb8a870561,,1.0,
Significant Data Fiduciary Obligations,The Board must conduct inquiries into data fiduciaries' compliance with the DPDP Act following the principles of natural justice.,"DPDP Act 2023, Section 27(5)",3,"[""G000652""]",Whether the Board conducts inquiries into data fiduciaries' compliance with the DPDP Act following the principles of natural justice.,Applicable to data fiduciaries subject to the DPDP Act.,High,high,This requirement is derived from the obligation to inquire into compliance with the Act.,PENDING,['G000652'],TC-000324,1,TC-000324,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],1,"[""data""]",[],LEGAL_REVIEW,DPDP_ACT_2023,f8344666f310ed9d046a5b991575da269c19fb6f0ae0bf5dd4bf63eddc58efcf,,1.0,
Significant Data Fiduciary Obligations,The Board must provide reasons for its actions during the course of an inquiry.,"DPDP Act 2023, Section 27(6)",3,"[""G000653""]",Whether the Board provides reasons for its actions during the course of an inquiry.,Applicable to data fiduciaries subject to the DPDP Act.,High,high,This requirement is derived from the obligation to record reasons for actions during an inquiry.,PENDING,['G000653'],TC-000325,1,TC-000325,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal""]",False,[],0,[],[],REVIEW_APPLICABILITY,DPDP_ACT_2023,9f9453b2b0137ff8f6fb39255dfa6a256c1c6f4eef4366059a2610c0e2928c7c,,1.0,
Significant Data Fiduciary Obligations,"The Board must have the same powers as a civil court under the Code of Civil Procedure, 1908, for matters relating to data compliance.","DPDP Act 2023, Section 27(7)",3,"[""G000654""]","Whether the Board has the same powers as a civil court under the Code of Civil Procedure, 1908, for data compliance matters.",Applicable to data fiduciaries subject to the DPDP Act.,High,high,This requirement is derived from the obligation to have the same powers as a civil court for data compliance.,PENDING,['G000654'],TC-000326,1,TC-000326,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],1,"[""data""]",[],LEGAL_REVIEW,DPDP_ACT_2023,23288865d454049d9ca39d854815cecb476e650f9f3421118430e46c179ad61c,,1.0,
Significant Data Fiduciary Obligations,"The Board must inspect data, books, documents, and other records of data fiduciaries as part of its functions.","DPDP Act 2023, Section 27(7)(c)",3,"[""G000657""]","Whether the Board inspects data, books, documents, and other records of data fiduciaries as part of its functions.",Applicable to data fiduciaries subject to the DPDP Act.,High,high,This requirement is derived from the obligation to inspect data and records of data fiduciaries.,PENDING,['G000657'],TC-000327,1,TC-000327,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],1,"[""data""]",[],LEGAL_REVIEW,DPDP_ACT_2023,e62588b2f63348465e87eac83a06c89e03f4f27bda68d1727f81d98948e7b8f8,,1.0,
Significant Data Fiduciary Obligations,"The Board may issue interim orders during an inquiry, after giving the person concerned an opportunity of being heard.","DPDP Act 2023, Section 27(10)",3,"[""G000662""]",Whether the Board issues interim orders during an inquiry after providing the person concerned an opportunity of being heard.,Applicable to data fiduciaries subject to the DPDP Act.,High,high,This requirement is derived from the obligation to issue interim orders after providing an opportunity of being heard.,PENDING,['G000662'],TC-000328,1,TC-000328,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal""]",False,[],0,[],[],REVIEW_APPLICABILITY,DPDP_ACT_2023,4fe7b5bc751f68afc70d6782477cb93db5673972496a20e2791c6526536fd3ef,,1.0,
Grievance Redressal,The Board may close proceedings or proceed under section 33 after giving the person concerned an opportunity of being heard.,"DPDP Act 2023, Section 11",2,"[""G000663""]",Check if the Board provides an opportunity for the person concerned to be heard before closing proceedings or proceeding under section 33.,Applicable to complaints under the DPDP Act 2023.,3,high,This clause outlines the procedural requirement for the Board to provide an opportunity for the person concerned to be heard before taking action.,PENDING,['G000663'],TC-000329,1,TC-000329,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal""]",False,[],0,[],[],REVIEW_APPLICABILITY,DPDP_ACT_2023,891e923cb1c85873addf62c4226b465d6d77e670245ff054a8f1a97770df1606,,1.0,
Grievance Redressal,The Board may issue a warning or impose costs on a complainant if it deems the complaint false or frivolous.,"DPDP Act 2023, Section 12",2,"[""G000664""]",Verify if the Board has the authority to issue a warning or impose costs on a complainant for a false or frivolous complaint.,Applicable to complaints under the DPDP Act 2023.,3,high,This clause establishes the Board's authority to take action against false or frivolous complaints.,PENDING,['G000664'],TC-000330,1,TC-000330,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,[],False,[],1,"[""complaint""]",[],LEGAL_REVIEW,DPDP_ACT_2023,fc8667d914ee52eabb292a35a827fc70bbdc133cd7c0f20b9564c75230dbaea9,,1.0,
Grievance Redressal,The Appellate Tribunal may entertain an appeal after the expiry of the period specified in sub-section (2) if there was sufficient cause for not preferring the appeal within that period.,"DPDP Act 2023, Section 3",2,"[""G000667""]",Check if the Appellate Tribunal allows appeals after the expiry of the specified period if there was sufficient cause for delay.,Applicable to appeals under the DPDP Act 2023.,3,high,This clause outlines the conditions under which the Appellate Tribunal may entertain an appeal after the expiry of the specified period.,PENDING,['G000667'],TC-000331,1,TC-000331,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""possible_institutional_or_administrative_content""]",False,[],1,"[""use""]","[""appellate tribunal""]",REVIEW_SCOPE,DPDP_ACT_2023,ebb4ebc16238b3acefdd033f5fdb057188d70d91dcbae3c1bad62fbe4e39e5a5,,1.0,
Grievance Redressal,The Appellate Tribunal shall record its reasons in writing for not disposing of an appeal within six months.,"DPDP Act 2023, Section 7",2,"[""G000673""]",Verify if the Appellate Tribunal records its reasons in writing for not disposing of an appeal within six months.,Applicable to appeals under the DPDP Act 2023.,3,high,This clause mandates the Appellate Tribunal to record reasons for delays in disposing of appeals.,PENDING,['G000673'],TC-000332,1,TC-000332,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal"", ""possible_institutional_or_administrative_content""]",False,[],0,[],"[""appellate tribunal""]",REVIEW_APPLICABILITY,DPDP_ACT_2023,09f490fdf1a9a82cd5dd9422f7eed19d61845723e7d1af1e839a4725e34fc08e,,1.0,
Grievance Redressal,The Appellate Tribunal shall deal with an appeal under this section in accordance with such procedure as may be prescribed.,"DPDP Act 2023, Section 5",2,"[""G000675""]",Check if the Appellate Tribunal follows prescribed procedures for handling appeals under this section.,Applicable to appeals under the DPDP Act 2023.,3,high,This clause requires the Appellate Tribunal to follow prescribed procedures for handling appeals.,PENDING,['G000675'],TC-000333,1,TC-000333,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal"", ""possible_institutional_or_administrative_content""]",False,[],0,[],"[""appellate tribunal""]",REVIEW_APPLICABILITY,DPDP_ACT_2023,518424b7a20d2cf7b951063ba72d163b7ec40ba9dd0ca0d0ee2a77a5c304ad0b,,1.0,
Grievance Redressal,"The provisions of section 18 of the Telecom Regulatory Authority of India Act, 1997 shall apply.","DPDP Act 2023, Section 6",2,"[""G000677""]","Verify if the provisions of section 18 of the Telecom Regulatory Authority of India Act, 1997 apply to appeals under this section.",Applicable to appeals under the DPDP Act 2023.,3,high,"This clause mandates the application of section 18 of the Telecom Regulatory Authority of India Act, 1997 to appeals under the DPDP Act 2023.",PENDING,['G000677'],TC-000334,1,TC-000334,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal""]",False,[],0,[],[],REVIEW_APPLICABILITY,DPDP_ACT_2023,d43cd3c01036661952ca2d42668fefe933aaf5e0c766723693de26cec9f4ba53,,1.0,
Grievance Redressal,An order passed by the Appellate Tribunal under this Act shall be executable by it as a decree of civil court.,"DPDP Act 2023, Section 30(1)",2,"[""G000679""]",Check if the Appellate Tribunal's order is executable as a decree of civil court.,Applicable to orders passed by the Appellate Tribunal under the DPDP Act 2023.,3,high,This clause establishes the executability of the Appellate Tribunal's orders as decrees of civil court.,PENDING,['G000679'],TC-000335,1,TC-000335,"[""DPDP_ACT_2023""]",[],RESOLVED_SINGLE_ACT,2026-09-19T20:31:24.930919+00:00,"[""low_policy_checkability_signal"", ""possible_institutional_or_administrative_content""]",False,[],0,[],"[""appellate tribunal""]",REVIEW_APPLICABILITY,DPDP_ACT_2023,99a5da5037b3bbe50b7e14064848198e52d8e19085aee09741d2d993fa0a987a,,1.0,
