clause_id,app_name,source_document,source_file,page_start,page_end,section_heading,clause_text,relevance_score,relevance_level
S001580,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,8.3. Law Enforcement Authorities,"If Telegram receives a valid order from the relevant judicial authorities that confirms you're a suspect in a case involving criminal activities that violate the Telegram Terms of Service, we will perform a legal analysis of the request and may disclose your IP address and phone number to the relevant authorities. If any data is shared, we will include such occurrences in a quarterly transparency report published at: https://t.me/transparency.",0,low
S001581,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,"8.4. Translation of Chats, Channels and specific Messages at the Request of the User","Users can choose to translate a specific text message into a different language by tapping “Translate” in the action menu of the message (to enable this option, a user should first turn on Translation services in the Settings > Languages section of the Telegram application). Telegram Premium users can also optionally enable automatic live translation on any chat, group or channel.",0,low
S001582,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,"8.4. Translation of Chats, Channels and specific Messages at the Request of the User","Since Telegram may rely on Google LLC or Microsoft Corporation for automatic translation of messages, the text of any message or set of messages that users choose to translate may be shared with Google or Microsoft in order to obtain their translated versions. These third-party companies will only access the data to provide a translation and will not use it for any other products, services, or advertising.",0,low
S001583,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,8.5. Transcription of Voice and Video Messages at the Request of the User,"Some users can choose to convert a voice or video message to text by tapping on the Voice-to-Text icon (“->A”) displayed on eligible messages (to be able to use this option, users should subscribe to Telegram Premium in the Settings > Telegram Premium section of the Telegram application).",0,low
S001584,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,8.5. Transcription of Voice and Video Messages at the Request of the User,"Since Telegram may rely on a third party, Google LLC, subsidiary of Alphabet Inc, for voice-to-text conversion, the audio data of voice and video messages that users choose to convert to text may be shared with Google in order to obtain their transcribed versions. Only audio data may be shared for this purpose (no other data, such as the user's IP address or any information about their account is shared). According to the agreement between Telegram and Google, Telegram will pay for the transcriptions on behalf of its users and Google will only access the audio data to provide a transcribed version – it will not log audio data or transcripts, and will not use the data for any other Google products, services, or advertising.",0,low
S001585,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,9.1. Your Rights,"Under applicable data protection legislation, in certain circumstances, you have rights concerning your personal data. You have a right to: (1) request a copy of all your personal data that we store and to transmit that copy to another data controller; (2) delete (see section 10 below) or amend your personal data; (3) restrict, or object to, the processing of your personal data; (4) correct any inaccurate or incomplete personal data we hold on you; and (5) lodge a complaint with national data protection authorities regarding our processing of your personal data.",1,medium
S001586,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,9.2. Exercising Your Rights,"If you wish to exercise any of these rights, kindly use the contact details in section 12 below.",0,low
S001587,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,9.3. Data Settings,"You can control how your data is used (e.g., delete synced contacts) in Settings > Privacy & Security > Data Settings (using one of our mobile apps).",0,low
S001588,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,9.3. Data Settings,"Sadly, if you're not OK with Telegram's modest minimum requirements, it won't be possible for us to provide you with our Services. You can delete your Telegram account by proceeding to the deactivation page.",0,low
S001589,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,10.1. Accounts,"If you would like to delete your account, you can do this on the deactivation page. Deleting your account removes all messages, media, contacts and every other piece of data you store in the Telegram cloud. This action must be confirmed via your Telegram account and cannot be undone.",0,low
S001590,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,10.2. Messages,"In secret chats, deleting a message always instructs the app on the other end to delete it too.",0,low
S001591,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,10.2. Messages,"In cloud chats, you can choose to delete a message for all participants within at least 48 hours after sending. Otherwise, deleting a message will delete it from your message history. This means that a copy will stay on the server as part of your partner's message history. As soon as your partner deletes it too, it's gone forever.",0,low
S001592,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,10.2. Messages,"As of version 5.5, any party can choose to delete any messages in one-on-one chats, both sent and received, for both sides. There is no time limit. Any party can also opt to clear the entire chat history for both parties, in which case the apps will be instructed to remove all messages in that chat, regardless of how many messages are retained by either of the participants.",0,low
S001593,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,10.2. Messages,"In supergroups and channels, deleting a message removes it for all participants. Note that deleted messages and original versions of edited messages from supergroups are stored for 48 hours after deletion in order to be shown in admins' Recent Actions panel. For paid posts in channels, see 3.3.5.",0,low
S001594,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,10.3. Self-Destructing Messages,"Messages in Secret Chats can be ordered to self-destruct. As soon as such a message is read (2 checks appear), the countdown starts. When the timer expires, both devices participating in a secret chat are instructed to delete the message (photo, video, etc.). Media with short timers (less than a minute) are shown with blurred previews. The timer is triggered when they are viewed.",0,low
S001595,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,10.4. Account Self-Destruction,"By default, if you stop using Telegram and do not come online for at least 18 months, your account will be deleted along with all messages, media, contacts and every other piece of data you store in the Telegram cloud. You can go to Settings to change the exact period after which your inactive account will self-destruct.",0,low
S001596,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,11. Changes to this Privacy Policy,"We will review and may update this Privacy Policy from time to time. Any changes to this Privacy Policy will become effective when we post the revised Privacy Policy on this page www.telegram.org/privacy. Please check our website frequently to see any updates or changes to our Privacy Policy, a summary of which we will set out below.",0,low
S001597,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,"March 25, 2019","Expanded 10.2. Deleting Messages with data on the new features in version 5.5, which allow both participants to remove any messages from one-on-one chats for both sides without a time limit.",0,low
S001598,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,"March 24, 2021",Added 3.5. Location Data.,0,low
S001599,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,"March 24, 2021","Improved structure, moving 3.3.5 to 3.4 and 3.3.6 to 3.6.",0,low
S001600,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,"October 26, 2021",Expanded 5.6. No Ads Based on User Data with information about sponsored messages in public channels.,0,low
S001601,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,"June 19, 2022",Added 8.4. Translation of Messages at the Request of the User and 8.5. Transcription of Voice Messages at the Request of the User.,0,low
S001602,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,"September 8, 2022",Expanded 3.2. Your Email Address with information on login emails.,0,low
S001603,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,"February 3, 2023",Updated 8.4 and 8.5 to reflect the new premium feature that allows translating entire chats.,0,low
S001604,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,"April 24, 2023","Updated 1.4, 9.2 and 12 to update the details of Telegram’s EEA representative for GDPR matters.",0,low
S001605,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,"April 24, 2023","Updated 8.2 to mention Telegraph Inc., a member of the Telegram group of companies.",0,low
S001606,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,"March 31, 2024",Added 3.1.1. Optional Data.,0,low
S001607,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,"March 31, 2024","Added information about Telegram Business chatbots to the Bot Messages section (6.2, 6.3, 6.5).",0,low
S001608,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,"September 23, 2024","Updated 8.3, see this post for more details.",0,low
S001609,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,"September 29, 2024",Updated 10.4 to reflect the new default time period for Account Self-Destruction.,0,low
S001610,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,"August 21, 2026",The Privacy Policy was updated to describe geographic limitations and other advertising tools that may affect the ways how ads are displayed.,0,low
S001611,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,"August 21, 2026",Important changes made to this Privacy Policy will be notified to you via Telegram.,0,low
S001612,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,12. Further Information,If you have any questions please feel free to explore our FAQ or contact Telegram's Volunteer Support in-app via Settings > Ask a Question.,0,low
S001613,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,12. Further Information,"If you live in the EU and would like to submit a GDPR-related request, please see here.",0,low
S001614,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,12. Further Information,Telegram is an open source project. You can find more information on our: API at: https://core.telegram.org/api;,0,low
S001616,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,12. Further Information,Bot Platform at: https://core.telegram.org/bots;,0,low
S001617,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,12. Further Information,Protocol at: https://core.telegram.org/mtproto; and,0,low
S001618,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,12. Further Information,Source Code at: https://telegram.org/apps#source-code.,0,low
S001619,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,1,1,12. Further Information,Confirm that Telegram apps downloaded from app stores are using the same code that we publish at: https://core.telegram.org/reproducible-builds,0,low
S001623,Telegram,Telegram_premium_Terms of Service,Telegram_premium_Terms of Service.docx,1,1,,"Post illegal pornographic content on publicly viewable Telegram channels, bots, etc., distribute or promote child sexual abuse materials.",1,medium
S001651,Telegram,Telegram_premium_Terms of Service,Telegram_premium_Terms of Service.docx,1,1,7.5. Increased Download Speed,"Premium Services include increased download speed of media and documents on Telegram. This increase is allowed by the removal of all relevant speed limits on Telegram’s side. However, your actual download speed will also depend on external factors such as your hardware, your internet provider and certain intermediary connectivity providers. Therefore, there is no guarantee that enabling Premium Services will always affect the speed with which you download documents and media on Telegram.",1,medium
S001657,Telegram,Telegram_premium_Terms of Service,Telegram_premium_Terms of Service.docx,1,1,7.8. Giveaways in Channels,"Telegram selects winners based on the criteria that channel administrators choose when setting up the giveaway. The results are final and cannot be altered or reversed. In the rare chance that a technical issue results in an unintended outcome, Telegram will attempt to rectify the situation but makes no guarantees to the organizers of a giveaway or its participants.",1,medium
S001729,Telegram,TelegramTerms of Service for Mini Apps,TelegramTerms of Service for Mini Apps.docx,1,1,5. Disclaimers,"You further acknowledge and agree that matters, issues, complaints and disputes pertaining to warranty, guarantee, quality and service shall be resolved in accordance with the terms set forth by the SP, and you consent to manage such concerns and disputes directly with the SP, without involving Telegram in any capacity.",3,high
S001766,WhatsApp,Supplemental Terms of Service for WhatsApp Channels,Supplemental Terms of Service for WhatsApp Channels.pdf,1,1,The WhatsApp Channels Privacy Policy supplements the WhatsApp,"Privacy Policy and explains how we collect, use, and share information when you use Channels. You can also go to your settings at any time to review your privacy choices. Your use of Channels does not impact the privacy of your personal WhatsApp messages, which continue to be endto-end encrypted as described in the WhatsApp Privacy Policy.",1,medium
S001784,WhatsApp,WhatsApp Business App Privacy Policy,WhatsApp Business App Privacy Policy.pdf,1,1,Scope of This WhatsApp Business App Privacy Policy,"The WhatsApp Business App provides similar features and functionality to the WhatsApp Messenger App (“Main App Functionality”), but provides additional features and functionality tailored for business needs (“Business Functions”). Business Functions include things like catalog, and greeting and away messages. While the WhatsApp Business App includes various features available in the WhatsApp Messenger App, some features may not be available; and not all Business Functions are available everywhere. Business Functions may be offered by WhatsApp, third parties and/or Meta, via integrations into our Business App, and may be subject to the third parties’ own terms of service and privacy policies. This WhatsApp Business App Privacy Policy (“Business App Privacy Policy”) explains WhatsApp’s data practices with respect to the Business",0,low
S001785,WhatsApp,WhatsApp Business App Privacy Policy,WhatsApp Business App Privacy Policy.pdf,1,1,"Functions, and applies only to the extent information relating to users of the","WhatsApp Business App would be considered personal data and is processed by WhatsApp as a controller, each under applicable law. Users should refer to the WhatsApp Privacy Policy, incorporated herein by reference, to understand how their information is processed in Main App Functionality. Learn more about Business Functions and the Main App Functionality available on WhatsApp Business App here. Please also read the WhatsApp Business Terms of Service (""Business Terms""), which describe the terms under which you use and we provide the WhatsApp Business App.",0,low
S001786,WhatsApp,WhatsApp Business App Privacy Policy,WhatsApp Business App Privacy Policy.pdf,1,1,Information We Collect,"In addition to the information described in the applicable WhatsApp Privacy Policy, we collect the following information.",0,low
S001787,WhatsApp,WhatsApp Business App Privacy Policy,WhatsApp Business App Privacy Policy.pdf,1,1,Information We Collect,Information You Provide  Your Business Account Information.,0,low
S001788,WhatsApp,WhatsApp Business App Privacy Policy,WhatsApp Business App Privacy Policy.pdf,2,2,"In addition to your phone number, you must provide basic information","about your business to create a WhatsApp business account, including your business name and business category. If you don’t provide us with this information, you will not be able to create an account to use our WhatsApp Business App. You can add other optional information to your business account, such as a profile picture and cover photo; contact information like your business address, business email, and website; a description of your business and any products or services you offer (such as their names, descriptions, images, videos, prices, and related marketing materials); and your intended audience.",0,low
S001789,WhatsApp,WhatsApp Business App Privacy Policy,WhatsApp Business App Privacy Policy.pdf,2,2,"In addition to your phone number, you must provide basic information","Automatically Collected Information  Usage and Log Information. We collect information about your use of the Business Functions. For example, we collect information about your business profile settings; how you use Business Functions like catalogs, labels and quick replies; purchases and transactions with your business; and metrics related to how customers interact with your business.",0,low
S001790,WhatsApp,WhatsApp Business App Privacy Policy,WhatsApp Business App Privacy Policy.pdf,2,2,"In addition to your phone number, you must provide basic information","Information Received From Others  User Reports, Feedback, Preferences and Blocks.",0,low
S001791,WhatsApp,WhatsApp Business App Privacy Policy,WhatsApp Business App Privacy Policy.pdf,2,2,"In addition to your phone number, you must provide basic information","Users can report, submit feedback, set communication preferences, or block businesses on WhatsApp, which we associate with the business that is the subject of the report, feedback, preference, or block.",0,low
S001792,WhatsApp,WhatsApp Business App Privacy Policy,WhatsApp Business App Privacy Policy.pdf,2,2,We use the information we collect for the same purposes described in the,"WhatsApp Privacy Policy, and also to operate, provide, improve, understand, customize, support, and market our WhatsApp Business App and Business Functions.  Our WhatsApp Business App.",0,low
S001793,WhatsApp,WhatsApp Business App Privacy Policy,WhatsApp Business App Privacy Policy.pdf,3,3,"WhatsApp Business App and Business Functions, including providing",you with business support; providing onboarding tools; providing message creation and delivery tools; providing you new and premium,0,low
S001794,WhatsApp,WhatsApp Business App Privacy Policy,WhatsApp Business App Privacy Policy.pdf,3,3,"WhatsApp Business App and Business Functions, including providing","Business Functions (some of which may be offered by third parties and/or Meta); and improving, fixing, and customizing our WhatsApp Business App. We also use information we have to understand how you use our WhatsApp Business App; evaluate and improve our WhatsApp Business App; research, develop, and test new services and features; and conduct troubleshooting activities. We also use your information to respond to you when you contact us.  Safety, Security and Integrity.",0,low
S001795,WhatsApp,WhatsApp Business App Privacy Policy,WhatsApp Business App Privacy Policy.pdf,3,3,"WhatsApp Business App and Business Functions, including providing","In addition to the safety, security and integrity purposes described in the WhatsApp Privacy Policy, we also use the information we have to maintain safety, security and integrity on our WhatsApp Business",0,low
S001796,WhatsApp,WhatsApp Business App Privacy Policy,WhatsApp Business App Privacy Policy.pdf,3,3,"WhatsApp Business App and Business Functions, including providing","App, for example: to create quality and integrity inferences about businesses; secure WhatsApp systems and WhatsApp Business App users’ accounts; fight threats, abuse, or infringement activities; promote safety, security, and integrity on the WhatsApp Business App; and to ensure compliance with our terms and policies.",0,low
S001797,WhatsApp,WhatsApp Business App Privacy Policy,WhatsApp Business App Privacy Policy.pdf,3,3,Information You and We Share,"You and we share information as described in the WhatsApp Privacy Policy, plus additional sharing relevant to the Business Functions.  Information About Your Business Profile.",0,low
S001798,WhatsApp,WhatsApp Business App Privacy Policy,WhatsApp Business App Privacy Policy.pdf,3,3,Information You and We Share,"Business profile information is publicly available, including your business name, phone number, hours of operation, business category, address, email address, website(s), description, and Facebook and Instagram accounts (if added). We may provide ways for our users to find or reach you, like our Business Search or other search functionality.  Other Integrations.",0,low
S001799,WhatsApp,WhatsApp Business App Privacy Policy,WhatsApp Business App Privacy Policy.pdf,3,3,Information You and We Share,We allow you to connect the WhatsApp Business App to products and services offered by third parties and/or Meta. These can include for example: cloud storage and hosting services; customer,0,low
S001800,WhatsApp,WhatsApp Business App Privacy Policy,WhatsApp Business App Privacy Policy.pdf,4,4,Information You and We Share,"relationship management tools; ad and message creation, delivery and management services; business analytics services; and AI tools.",0,low
S001801,WhatsApp,WhatsApp Business App Privacy Policy,WhatsApp Business App Privacy Policy.pdf,4,4,Information You and We Share,"When you use these products or services, their own terms and privacy policies will govern your use of those services and products.",0,low
S001802,WhatsApp,WhatsApp Business App Privacy Policy,WhatsApp Business App Privacy Policy.pdf,4,4,How We Work With Other Meta Companies,Review the WhatsApp Privacy Policy to understand how we work with the other Meta Companies for the WhatsApp Business App.,0,low
S001803,WhatsApp,WhatsApp Business App Privacy Policy,WhatsApp Business App Privacy Policy.pdf,4,4,"Assignment, Change Of Control, And Transfer","In the event that we are involved in a merger, acquisition, restructuring, bankruptcy, or sale of all or some of our assets, we will share your information with the successor entities or new owners in connection with the transaction in accordance with applicable data protection laws.",0,low
S001804,WhatsApp,WhatsApp Business App Privacy Policy,WhatsApp Business App Privacy Policy.pdf,4,4,Managing And Retaining Your Information,"The WhatsApp Business App follows the same information management, retention and deletion practices described in the WhatsApp Privacy Policy.",0,low
S001805,WhatsApp,WhatsApp Business App Privacy Policy,WhatsApp Business App Privacy Policy.pdf,4,4,"Law, Our Rights, And Protection","Review the WhatsApp Privacy Policy to understand how we access, preserve, and share your information in response to legal obligations.",0,low
S001806,WhatsApp,WhatsApp Business App Privacy Policy,WhatsApp Business App Privacy Policy.pdf,4,4,Our Global Operations,Review the WhatsApp Privacy Policy to understand how our global operations impact how your information is processed.,0,low
S001807,WhatsApp,WhatsApp Business App Privacy Policy,WhatsApp Business App Privacy Policy.pdf,4,4,Our Global Operations,"Updates to Our Privacy Policy We may amend or update our Business App Privacy Policy. We will provide you notice of amendments to this Business App Privacy Policy, as appropriate, and update the “Effective Date” at the top of this Business App",0,low
S001808,WhatsApp,WhatsApp Business App Privacy Policy,WhatsApp Business App Privacy Policy.pdf,5,5,Our Global Operations,Privacy Policy. Please review our Business App Privacy Policy from time to time.,0,low
S001809,WhatsApp,WhatsApp Business Data Processing Terms,WhatsApp Business Data Processing Terms.pdf,1,1,,"WhatsApp Business Data Processing Terms (""Data Processing Terms"")",0,low
S001810,WhatsApp,WhatsApp Business Data Processing Terms,WhatsApp Business Data Processing Terms.pdf,1,1,,"1. Definitions. For the purposes of these Data Processing Terms, the following terms have the meanings set out below: “Controller” means the natural or legal person, public authority, agency or other body which determines the purposes and means of the processing of Personal Information. “Personal Information” means any information relating to an identified or identifiable natural person (“Data Subject”) who can be identified, directly or indirectly, in particular by reference to an identifier such as a name, an identification number, an online identifier or to one or more factors specific to that natural person. The term “Personal Information” also covers information relating to deceased natural persons and/or juristic persons where this is required under applicable Data Privacy Law. “Personal Information Breach” means a breach of security leading to the accidental or unlawful destruction, loss, alteration, unauthorised disclosure of, or access to, Personal Information transmitted, stored or otherwise Processed under these Data “Processing” means any operation or set of operations which is performed on Personal Information or on sets of Personal",0,low
S001811,WhatsApp,WhatsApp Business Data Processing Terms,WhatsApp Business Data Processing Terms.pdf,1,1,,"Information, whether or not by automated means, such as collection, recording, organisation, structuring, storage, adaptation or alteration, retrieval, consultation, use, disclosure by transmission, dissemination or otherwise making available, alignment or combination, restriction, erasure or destruction. “Processed” and “Process” shall be construed in accordance with the definition of “Processing”.",2,medium
S001812,WhatsApp,WhatsApp Business Data Processing Terms,WhatsApp Business Data Processing Terms.pdf,2,2,,"“Processor” means a natural or legal person, public authority, agency or other body which processes Personal Information on behalf of the Controller.",0,low
S001813,WhatsApp,WhatsApp Business Data Processing Terms,WhatsApp Business Data Processing Terms.pdf,2,2,,Other capitalized terms used but not defined herein have the meanings set forth in the Business Terms or are otherwise defined contextually within these Data Processing Terms.,0,low
S001814,WhatsApp,WhatsApp Business Data Processing Terms,WhatsApp Business Data Processing Terms.pdf,2,2,,2. Applicability. These Data Processing Terms apply to the extent that the Business Terms state that WhatsApp Processes Personal Information in your Customer Data as your Processor. In the case of an express conflict between these Data Processing Terms and the,0,low
S001815,WhatsApp,WhatsApp Business Data Processing Terms,WhatsApp Business Data Processing Terms.pdf,2,2,,"Business Terms, these Data Processing Terms will govern solely to the extent of the conflict.",0,low
S001816,WhatsApp,WhatsApp Business Data Processing Terms,WhatsApp Business Data Processing Terms.pdf,2,2,,"3. Our Obligations as Processor. To the extent required by applicable Data Privacy Law, WhatsApp and you agree to the following: a. WhatsApp shall only Process Personal Information in accordance with your instructions as set out in the Business Terms and these Data Processing Terms.",0,low
S001818,WhatsApp,WhatsApp Business Data Processing Terms,WhatsApp Business Data Processing Terms.pdf,2,2,,"b. WhatsApp confirms that: i. the duration, subject matter, nature and purpose of the Processing shall be as specified in the Business Terms; ii. the types of Personal Information Processed comprise customer contact information as described in the Business Terms; iii. the categories of Data Subjects comprise customers with whom you communicate using the WhatsApp service; and iv. your obligations and rights as Controller in relation to this",0,low
S001819,WhatsApp,WhatsApp Business Data Processing Terms,WhatsApp Business Data Processing Terms.pdf,3,3,Personal Information are as set out in these Data,c. WhatsApp shall ensure that any person authorised to Process,0,low
S001820,WhatsApp,WhatsApp Business Data Processing Terms,WhatsApp Business Data Processing Terms.pdf,3,3,Personal Information are as set out in these Data,Personal Information under these Data Processing Terms is bound by appropriate obligations of confidentiality.,0,low
S001821,WhatsApp,WhatsApp Business Data Processing Terms,WhatsApp Business Data Processing Terms.pdf,3,3,Personal Information are as set out in these Data,"d. WhatsApp will implement appropriate technical and organizational measures to protect the Personal Information processed under these Data Processing Terms including against unauthorized or unlawful Processing or accidental loss, alteration, disclosure, or destruction. These include the measures listed in the Data Security Terms (as updated from time to time, for example, to reflect technological developments) which are expressly incorporated into these Data Processing Terms;",1,medium
S001822,WhatsApp,WhatsApp Business Data Processing Terms,WhatsApp Business Data Processing Terms.pdf,3,3,Personal Information are as set out in these Data,e. WhatsApp will notify you without undue delay of the discovery by WhatsApp of any Personal Information Breach;,0,low
S001823,WhatsApp,WhatsApp Business Data Processing Terms,WhatsApp Business Data Processing Terms.pdf,3,3,Personal Information are as set out in these Data,"f. Taking into account the nature of the Processing and the information available to WhatsApp, WhatsApp will assist you in your role as a Controller, by appropriate technical and organisational measures, insofar as this is possible, in fulfilling any obligations under Data Privacy Law applicable to you as a",0,low
S001824,WhatsApp,WhatsApp Business Data Processing Terms,WhatsApp Business Data Processing Terms.pdf,3,3,Personal Information are as set out in these Data,Controller to respond to requests from Data Subjects regarding the exercise of their Data Subject rights;,0,low
S001825,WhatsApp,WhatsApp Business Data Processing Terms,WhatsApp Business Data Processing Terms.pdf,3,3,Personal Information are as set out in these Data,"g. To the extent required by Data Privacy Law applicable to you as the Controller, the Processor agrees to support your obligations as a Controller, in particular regarding the security of the Processing or regarding Personal Information Breaches, by providing you with reasonable assistance, taking into account the nature of the Processing and the information available to WhatsApp;",0,low
S001826,WhatsApp,WhatsApp Business Data Processing Terms,WhatsApp Business Data Processing Terms.pdf,3,3,Personal Information are as set out in these Data,"h. Upon your request, WhatsApp will make available to you all information and provide all assistance that is reasonably necessary to demonstrate WhatsApp’s compliance with its",0,low
S001827,WhatsApp,WhatsApp Business Data Processing Terms,WhatsApp Business Data Processing Terms.pdf,4,4,Personal Information are as set out in these Data,legal obligations as a Processor under these Data Processing Terms;,0,low
S001828,WhatsApp,WhatsApp Business Data Processing Terms,WhatsApp Business Data Processing Terms.pdf,4,4,Personal Information are as set out in these Data,"i. WhatsApp may subcontract its Processing obligations under these Data Processing Terms to a sub-processor, who may be based in a country other than the one in which you or",0,low
S001829,WhatsApp,WhatsApp Business Data Processing Terms,WhatsApp Business Data Processing Terms.pdf,4,4,Personal Information are as set out in these Data,"WhatsApp are located given the global nature of the WhatsApp service, including the European Economic Area or the United",0,low
S001830,WhatsApp,WhatsApp Business Data Processing Terms,WhatsApp Business Data Processing Terms.pdf,4,4,Personal Information are as set out in these Data,"States, only by way of written agreement that shall impose obligations on the sub-processor that are no less rigorous than the obligations imposed upon WhatsApp by these Data Processing Terms. WhatsApp will remain fully liable to you for the performance of that sub-processor’s obligations. Where",0,low
S001831,WhatsApp,WhatsApp Business Data Processing Terms,WhatsApp Business Data Processing Terms.pdf,4,4,Personal Information are as set out in these Data,"WhatsApp Ireland Limited is your contracting entity, the WhatsApp Business Data Transfer Addendum applies and is incorporated by reference into these Data",0,low
S001833,WhatsApp,WhatsApp Business Data Processing Terms,WhatsApp Business Data Processing Terms.pdf,4,4,"LLC is your contracting entity, the WhatsApp Business","UK Data Transfer Addendum, which is incorporated by reference into these Data Processing Terms, applies with respect to your transfer of Personal Information to WhatsApp LLC and Meta Platforms Inc. (formerly known as Facebook Inc.). ii.",0,low
S001834,WhatsApp,WhatsApp Business Data Processing Terms,WhatsApp Business Data Processing Terms.pdf,4,4,"LLC is your contracting entity, the WhatsApp Business","Global Data Transfer Addendum is incorporated by reference into these Data Processing Terms, and applies with respect to your transfer of Personal Information to",0,low
S001835,WhatsApp,WhatsApp Business Data Processing Terms,WhatsApp Business Data Processing Terms.pdf,4,4,"LLC is your contracting entity, the WhatsApp Business",WhatsApp LLC to the extent such transfer is subject to the data protection laws specified in the addendum.,0,low
S001836,WhatsApp,WhatsApp Business Data Processing Terms,WhatsApp Business Data Processing Terms.pdf,4,4,"LLC is your contracting entity, the WhatsApp Business","j. Without limiting Section 3.i. above, you hereby authorize",0,low
S001837,WhatsApp,WhatsApp Business Data Processing Terms,WhatsApp Business Data Processing Terms.pdf,5,5,WhatsApp to engage other Meta Companies and third parties,as its sub-processor(s). Subject to applicable Data Privacy,0,low
S001838,WhatsApp,WhatsApp Business Data Processing Terms,WhatsApp Business Data Processing Terms.pdf,5,5,WhatsApp to engage other Meta Companies and third parties,"Law, WhatsApp will notify you in advance of any changes related to its sub-processor(s). If you reasonably object to such changes, you may inform WhatsApp in writing and stop using our Business Services; and",0,low
S001839,WhatsApp,WhatsApp Business Data Processing Terms,WhatsApp Business Data Processing Terms.pdf,5,5,WhatsApp to engage other Meta Companies and third parties,"k. Upon termination of the Business Terms, WhatsApp shall cease Processing Personal Information and shall delete it within the time period set forth in the Business Terms unless applicable law requires further storage or to the extent that",0,low
S001840,WhatsApp,WhatsApp Business Data Processing Terms,WhatsApp Business Data Processing Terms.pdf,5,5,WhatsApp to engage other Meta Companies and third parties,WhatsApp has a right or obligation to use the Personal Information independent of the Business Terms.,0,low
S001841,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp Business Data Security Terms.pdf,1,1,,"WhatsApp Business Data Security Terms (""Data Security Terms"")",0,low
S001842,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp Business Data Security Terms.pdf,1,1,,"October 29, 2020 These WhatsApp Business Data Security Terms (“Data Security Terms”) apply in respect of WhatsApp’s provision of Business Services to you in accordance with the Business Terms. Capitalized terms used but not defined in these Data Security Terms have the meanings given in the Business Terms. These Data Security Terms describe the minimum security standards that WhatsApp maintains applicable to the Business",0,low
S001843,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp Business Data Security Terms.pdf,1,1,,"Services made available under the Business Terms, including the data you send to WhatsApp using the Business Services (“Covered Data”).",0,low
S001844,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp Business Data Security Terms.pdf,1,1,,1. Organization of Information Security. WhatsApp has personnel responsible for oversight of security of the Business Services.,0,low
S001845,WhatsApp,WhatsApp Business Data Security Terms,WhatsApp Business Data Security Terms.pdf,1,1,,"2. Physical and Environmental Security. WhatsApp’s security measures will include controls designed to provide reasonable assurance that physical access to physical processing facilities under WhatsApp’s control that are used to provide the Business Services (“Data Processing Facility”) is limited to authorized persons and that environmental controls are established to detect, prevent, and control destruction due to environmental hazards. The controls will include: a. Logging and auditing of physical access to the Data Processing Facility by employees and contractors;",1,medium
