clause_id,app_name,source_document,source_file,source_path,page_start,page_end,section_heading,clause_index_in_document,clause_text,extraction_method,extraction_quality,retrieved_at,file_sha256
S001489,Snapchat,SnapchatCommunity Guidelines,SnapchatCommunity Guidelines.docx,datasets\SocialMediaPolicies\Snapchat\source\SnapchatCommunity Guidelines.docx,1,1,Harrasement and Bullying,32,"We prohibit facilitating, participating in, or encouraging human trafficking or human smuggling, as well as the promotion of gangs, organized crime, or recruiting for criminal activity.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,968bb33f33ee01e8d30c6f72538ff109cec877fb5e624f76304f4050c8001573
S001490,Snapchat,SnapchatCommunity Guidelines,SnapchatCommunity Guidelines.docx,datasets\SocialMediaPolicies\Snapchat\source\SnapchatCommunity Guidelines.docx,1,1,Harrasement and Bullying,33,"We prohibit the glorification, sale, or distribution of illicit drugs (including prescription medication that is commonly abused, such as opioids, barbiturates, and amphetamines).",python-docx,pass,2026-09-16T05:33:02.113480+00:00,968bb33f33ee01e8d30c6f72538ff109cec877fb5e624f76304f4050c8001573
S001491,Snapchat,SnapchatCommunity Guidelines,SnapchatCommunity Guidelines.docx,datasets\SocialMediaPolicies\Snapchat\source\SnapchatCommunity Guidelines.docx,1,1,Harrasement and Bullying,34,We prohibit the sale or distribution of regulated drugs (including prescription drugs) and substances.,python-docx,pass,2026-09-16T05:33:02.113480+00:00,968bb33f33ee01e8d30c6f72538ff109cec877fb5e624f76304f4050c8001573
S001492,Snapchat,SnapchatCommunity Guidelines,SnapchatCommunity Guidelines.docx,datasets\SocialMediaPolicies\Snapchat\source\SnapchatCommunity Guidelines.docx,1,1,Harrasement and Bullying,35,"We prohibit the sale or promotion of weapons (including fireworks or explosives), as well as the depiction of reckless or irresponsible weapons use.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,968bb33f33ee01e8d30c6f72538ff109cec877fb5e624f76304f4050c8001573
S001493,Snapchat,SnapchatCommunity Guidelines,SnapchatCommunity Guidelines.docx,datasets\SocialMediaPolicies\Snapchat\source\SnapchatCommunity Guidelines.docx,1,1,Harrasement and Bullying,36,"We prohibit the promotion of certain goods or activities that are often regulated. This includes the attempted sale or promotion of regulated goods such as tobacco, alcohol, vape products. We also prohibit the sale, facilitation, or promotion of regulated services and activities, such as offering financial loans or other financial products or services, or promoting gambling services (including betting websites, gambling apps, tip or prediction services, or referral codes).",python-docx,pass,2026-09-16T05:33:02.113480+00:00,968bb33f33ee01e8d30c6f72538ff109cec877fb5e624f76304f4050c8001573
S001494,Snapchat,SnapchatCommunity Guidelines,SnapchatCommunity Guidelines.docx,datasets\SocialMediaPolicies\Snapchat\source\SnapchatCommunity Guidelines.docx,1,1,Harrasement and Bullying,37,\,python-docx,review,2026-09-16T05:33:02.113480+00:00,968bb33f33ee01e8d30c6f72538ff109cec877fb5e624f76304f4050c8001573
S001495,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,1. Introduction,1,"This Privacy Policy sets out how we, Telegram Messenger Inc. (“Telegram”), use and protect your personal data that you provide to us, or that is otherwise obtained or generated by us, in connection with your use of our cloud-based messaging services (the “Services”). For the purposes of this Privacy Policy, ‘we’, ‘us’ and ‘our’ refers to Telegram, and ‘you’ refers to you, the user of the Services.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001496,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,1.1 Privacy Principles,2,Telegram has two fundamental principles when it comes to collecting and processing private data:,python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001497,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,1.1 Privacy Principles,3,We don't use the contents of any of your chats or contact lists to show you ads.,python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001498,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,1.1 Privacy Principles,4,We only store the data that Telegram needs to function as a secure and feature-rich messaging service.,python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001499,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,1.2. Terms of Service,5,"This Privacy Policy forms part of our Terms of Service, which describes the terms under which you use our Services and which are available at https://telegram.org/tos. This Privacy Policy should therefore be read in conjunction with those terms.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001500,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,1.3. Table of Contents,6,This Privacy Policy explains the following:,python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001501,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,1.3. Table of Contents,7,the legal basis for processing your personal data;,python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001502,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,1.3. Table of Contents,8,what personal data we may collect from you;,python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001503,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,1.3. Table of Contents,9,how we keep your personal data safe;,python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001504,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,1.3. Table of Contents,10,what we may use your personal data for;,python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001505,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,1.3. Table of Contents,11,who your personal data may be shared with; and,python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001506,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,1.3. Table of Contents,12,your rights regarding your personal data.,python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001507,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,1.4. EEA Representative,13,"If you live in a country in the European Economic Area (EEA), the Services are provided by Telegram, which for the purposes of applicable data protection legislation is the data controller responsible for your personal data when you use our Services. However, as Telegram is located outside the EEA, we have designated a third party, European Data Protection Office (EDPO), as our representative pursuant to Article 27 of the GDPR. You can direct to EDPO any of your GDPR-related queries:",python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001508,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,1.4. EEA Representative,14,by using EDPO’s online request form at https://edpo.com/telegram-gdpr-data-request/ or,python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001509,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,1.4. EEA Representative,15,"by writing to EDPO at Avenue Huart Hamoir 71, 1030 Brussels, Belgium.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001510,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,2. Legal Ground for Processing Your Personal Data,16,"We process your personal data on the ground that such processing is necessary to further our legitimate interests (including: (1) providing effective and innovative Services to our users; and (2) to detect, prevent or otherwise address fraud or security issues in respect of our provision of Services), unless those interests are overridden by your interest or fundamental rights and freedoms that require protections of personal data.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001511,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,3.1. Basic Account Data,17,"Telegram is a communication service. You provide your mobile number and basic account data (which may include profile name, profile picture and about information) to create a Telegram account.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001512,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,3.1. Basic Account Data,18,"To make it easier for your contacts and other people to reach you and recognize who you are, the screen name you choose, your profile pictures, and your username (should you choose to set one) on Telegram are always public. We don't want to know your real name, gender, age or what you like.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001513,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,3.1. Basic Account Data,19,"We do not require your screen name to be your real name. Note that users who have you in their contacts will see you by the name they saved and not by your screen name. This way your mother can have the public name 'Johnny Depp' while appearing as 'Mom' to you and as 'Boss' to her underlings at work (or the other way around, depending on how these relationships are structured).",python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001514,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,3.1.1. Optional Data,20,"You can add your birthday (with or without the year) to your Telegram profile if you wish to do so. You can granularly choose which users are able to see it on your profile (by default, your Contacts), and they will be shown a reminder on the day. We may use data about your age to determine your eligibility for accessing age-specific content.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001515,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,3.1.1. Optional Data,21,"Telegram Business subscribers can add a fixed location and a list of opening hours to their profile, to help clients identify and engage with their business more efficiently on Telegram. If you choose to add it to your profile, this information is always public.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001516,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,3.2. Your Email Address,22,"When you enable 2-step-verification for your account or store documents using the Telegram Passport feature, you can opt to set up a password recovery email. This address will only be used to send you a password recovery code if you forget it. That's right: no marketing or “we miss you” bullshit.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001517,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,3.2. Your Email Address,23,"From September 2022, we may ask some users to provide an email address to receive login codes via email instead of SMS (with an option to use 'Sign in with Google' / 'Sign in with Apple'). In this case, we will receive an email address which will be stored separately from the recovery email, and will only be used to send you authentication codes when you log in to your account. The login email address will be stored until it is changed or the account is deleted.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001518,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,3.3.1. Cloud Chats,24,"Telegram is a cloud service. We store messages, photos, videos and documents from your cloud chats on our servers so that you can access your data from any of your devices anytime without having to rely on third-party backups. All data is stored heavily encrypted and the encryption keys in each case are stored in several other data centers in different jurisdictions. This way local engineers or physical intruders cannot get access to user data.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001519,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,3.3.2. Secret Chats,25,"Secret chats use end-to-end encryption. This means that all data is encrypted with a key that only you and the recipient know. There is no way for us or anybody else without direct access to your device to learn what content is being sent in those messages. We do not store your secret chats on our servers. We also do not keep any logs for messages in secret chats, so after a short period of time we no longer know who or when you messaged via secret chats. For the same reasons secret chats are not available in the cloud — you can only access those messages from the device they were sent to or from.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001520,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,3.3.3. Media in Secret Chats,26,"When you send photos, videos or files via secret chats, before being uploaded, each item is encrypted with a separate key, not known to the server. This key and the file’s location are then encrypted again, this time with the secret chat’s key — and sent to your recipient. They can then download and decipher the file. This means that the file is technically on one of Telegram’s servers, but it looks like a piece of random indecipherable garbage to everyone except for you and the recipient. We don’t know what this random data stands for and we have no idea which particular chat it belongs to. We periodically purge this random data from our servers to save disk space.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001521,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,3.3.4. Public Chats,27,"In addition to private messages, Telegram also supports public channels and public groups. All public chats are cloud chats (see section 3.3.1 above). Like everything on Telegram, the data you post in public communities is encrypted, both in storage and in transit — but everything you post in public will be accessible to everyone.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001522,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,3.3.5. Paid Posts,28,"As of June 2024, creators are able to offer paid access to specific channel posts by accepting Telegram Stars. When users pay to unlock a channel post, a permanent copy is created which resides in the parties' transaction history. This copy remains accessible even if the post is later deleted or either party loses access to the channel.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001523,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,3.4. Phone Number and Contacts,29,Telegram uses phone numbers as unique identifiers so that it is easy for you to switch from SMS and other messaging apps and retain your social graph. We ask your permission before syncing your contacts.,python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001524,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,3.4. Phone Number and Contacts,30,We store your up-to-date contacts in order to notify you as soon as one of your contacts signs up for Telegram and to properly display names in notifications. We only need the number and name (first and last) for this to work and store no other data about your contacts.,python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001525,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,3.4. Phone Number and Contacts,31,"Our automatic algorithms can also use anonymized sets of phone numbers to calculate the approximate number of potential contacts an unregistered phone number may have on Telegram. When you open the 'Invite friends' interface, we display the resulting statistics next to your contacts to give you an idea of who could benefit most from joining Telegram.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001526,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,3.4. Phone Number and Contacts,32,You can always stop syncing contacts or delete them from our servers in Settings > Privacy & Security > Data Settings.,python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001527,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,3.4. Phone Number and Contacts,33,"If you are using Android, Telegram will ask you for permission to access your phone call logs (READ_CALL_LOG). If you grant this permission, Telegram will be able verify your account by transmitting a phone call instead of asking you to enter a code. Telegram uses this permission only to confirm receipt of the confirmation call by verifying the number in the call log.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001528,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,3.5. Location Data,34,"If you share a location in a chat, this location data is treated like other messages in cloud or secret chats respectively.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001529,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,3.5. Location Data,35,"If you share your Live Location in any chat or turn on ’Make Myself Visible’ in People Nearby, Telegram will use your data to display your location to those users with whom you are sharing it, even when the app is closed – for as long as you keep these optional features activated.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001530,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,3.6. Cookies,36,"The only cookies we use are those to operate and provide our Services on the web. We do not use cookies for profiling or advertising. The cookies we use are small text files that allow us to provide and customize our Services, and in doing so provide you with an enhanced user experience. Your browser should allow you to control these cookies, including whether or not to accept them and how to remove them. You may choose to block cookies with your web browser, however, if you do disable these cookies you will not be able to log in to Telegram Web.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001531,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,4.1. Storing Data,37,"If you signed up for Telegram from the UK or the EEA, your data is stored in data centers in the Netherlands. These are third-party provided data centers in which Telegram rents a designated space. However, the servers and networks that sit inside these data centers and on which your personal data is stored are owned by Telegram. As such, we do not share your personal data with such data centers. All data is stored heavily encrypted so that local Telegram engineers or physical intruders cannot get access.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001532,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,4.2. End-to-End Encrypted Data,38,"Your messages, media and files from secret chats (see section 3.3.2 above), as well as the contents of your calls and the data you store in your Telegram Passport are processed only on your device and on the device of your recipient. Before this data reaches our servers, it is encrypted with a key known only to you and the recipient. While Telegram servers will handle this end-to-end encrypted data to deliver it to the recipient – or store it in the case of Telegram Passport data, we have no ways of deciphering the actual information. In this case, we neither store nor process your personal data, rather we store and process random sequences of symbols that have no meaning without the keys which we don’t have.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001533,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,4.3. Retention,39,"Unless stated otherwise in this Privacy Policy, the personal data that you provide us will only be stored for as long as it is necessary for us to fulfill our obligations in respect of the provision of the Services.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001534,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,5.1. Our Services,40,"Telegram is a cloud service. We will process your data to deliver your cloud chat history, including messages, media and files, to any devices of your choosing without a need for you to use third-party backups or cloud storage.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001535,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,5.2. Safety and Security,41,"Telegram supports massive communities which we have to police against abuse and Terms of Service violations. Telegram also has more than 1 billion users which makes it a lucrative target for spammers. To improve the security of your account, as well as to prevent spam, abuse, and other violations of our Terms of Service, we may collect metadata such as your IP address, devices and Telegram apps you've used, history of username changes, etc. If collected, this metadata can be kept for 12 months maximum.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001536,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,5.3. Spam and Abuse,42,"To prevent phishing, spam and other kinds of abuse and violations of Telegram’s Terms of Service, our moderators may check messages that were reported to them by their recipients. If a spam report on a message you sent is confirmed by our moderators, your account may be limited from contacting strangers – temporarily or permanently. You can send an appeal using @Spambot. In case of more serious violations, your account may be banned. We may also use automated algorithms to analyze messages in cloud chats to stop spam and phishing.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001537,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,5.4. Cross-Device Functionality,43,We may also store some aggregated metadata to create Telegram features (see section 5.5 below) that work across all your devices.,python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001538,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,5.5. Advanced features,44,"We may use some aggregated data about how you use Telegram to build useful features. For example, when you open the Search menu, Telegram displays the people you are more likely to message in a box at the top of the screen. To do this, we calculate a rating that shows which people you message frequently. A similar rating is calculated for inline bots so that the app can suggest the bots you are most likely to use in the attachment menu (or when you start a new message with “@”). To turn this feature off and delete the relevant data, go to Settings > Privacy & Security > Data Settings and disable “Suggest Frequent Contacts”.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001539,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,5.6. No Ads Based on Contents of Chats or Contact Lists,45,"Unlike other services, we don't use the contents of your private chats or contacts lists for ad targeting or other commercial purposes. Telegram only stores the information it needs to function as a secure and feature-rich cloud service.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001540,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,5.6. No Ads Based on Contents of Chats or Contact Lists,46,"Telegram offers a tool for advertisers to promote their messages in public one-to-many channels (with 1,000 subscribers or more), as well as in bots, stories, and Telegram’s public search. By default, these sponsored messages are based solely on the topic of the public channels or search terms in which they are shown. No contents of private chats or contacts lists are mined or analyzed to display ads or sponsored messages.",python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001541,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,5.6. No Ads Based on Contents of Chats or Contact Lists,47,Telegram Premium users don’t see ads and are not affected by the Telegram Ad Platform.,python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001542,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,5.6.1. Additional advertising tools,48,Non-intrusive advertising models help us sustain our Services. The data relied upon to serve ads is processed on the basis of Telegram’s legitimate interest of delivering effective and innovative Services to you. This data cannot be disclosed to any third parties – advertisers included.,python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
S001543,Telegram,Telegram Privacy Policy,Telegram Privacy Policy.docx,datasets\SocialMediaPolicies\Telegram\source\Telegram Privacy Policy.docx,1,1,5.6.1. Additional advertising tools,49,Telegram Premium users don’t see ads and are not affected by the Ad Platform. Targeting-related data referenced in this section is not processed for such users.,python-docx,pass,2026-09-16T05:33:02.113480+00:00,9005e291dd9e1a72525d5b38a2f187a537d7d7fe33dcedea1d613c96e3b2ec68
